"plot_id","estate_id","plot_code","rr_no","street_no","main_structure_name","mcgm_allotted_no","mcgm_ward_name","location","city_survey_no","city_survey_div","area","plot_desc","update_by","update_timestamp","status","verified_return_by","is_verified","is_active","remarks","approve_reject_on","approve_reject_by","verified_return_on","div_id","unit_id","row_update_by","mcgm_plot_no","existing_plot_no","no_of_splits","owner","owner_name","owner_contactno","dept_name","zone_id","zone_detail_id","admin_id","schedule_east","schedule_west","schedule_north","schedule_south","pincode","ward_id","customer_code","mbpt_road_connectivity","from_date","to_date","created_by_merge","created_by_split","prev_plot_id","result_statement","rr_noplot","reservation","plot_split_no","plot_action_forwardedto","plot_action_forward_rmk","plot_action_apr_rmk","plot_action_aprovedby","plot_action_type","is_vacant","rrzone2017"
3788,15,"206020001","22 BEARING R R NO 900",,,,E,FRERE LAND ESTATE,"731",MAZAGAON,1164.73,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,6,,,,0,true,,,"4",,,97,,,,,40033,5,"20602105",false,,,false,false,3788,,,,,,,,,,false,
3818,16,"207010017","23 A",,,,E,MAZGAON RECLAMATION (NORTH),"1",MAZAGAON,199.93,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,7,,,,0,true,,,"4",,,97,,,,,400010,5,"20701127",false,,,false,false,3818,,,,,,,,,,false,
3821,16,"207010018","23 BEARING R R NO 951",,,,E,MAZGAON RECLAMATION (NORTH),"1/153",MAZAGAON,144.93,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,7,,,,0,true,,,"4",,,97,,,,,400010,5,"20701130",false,,,false,false,3821,,,,,,,,,,false,
3290,9,"103010043",JETHA PLINTHS A F G&B BLOCK,,,,E,MAZGAON SEWREE RECLAMATION (COTTON DEPOT), , ,18911.34,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,56,3,,,,0,true,,,"4",,,97,,,,,400033,5,"10301101",false,,,false,false,3290,,,,,,,,,,true,
3645,11,"205010008","1713",,,,F/S,MAZGAON SEWREE RECLAMATION (EAST),"396/145",PAREL-SEWERI,35.67,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,5,,,,0,true,,,"4",,,97,,,,,400033,7,"20501207",false,,,false,false,3645,,,,,,,,,,true,
3848,16,"207010024","24 AT HAJI BUNDER ROAD",,,,E,MAZGAON RECLAMATION (NORTH),"1/250",MAZAGAON,0.00,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,7,,,,0,true,,,"4",,,97,,,,,400010,5,"20701207",false,,,false,false,3848,,,,,,,,,,false,
3850,16,"207010025","24 BEARING R R NO 920",,,,E,MAZGAON RECLAMATION (NORTH),"1/185",MAZAGAON,805.84,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,7,,,,0,true,,,"4",,,97,,,,,400010,5,"20701209",false,,,false,false,3850,,,,,,,,,,false,
3631,11,"205010005","17 A",,,,F/S,MAZGAON SEWREE RECLAMATION (EAST),"145",PAREL-SEWERI,61406.96,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,5,,,,0,true,,,"4",,,97,,,,,400033,7,"20501140",false,,,false,false,3631,,,,,,,,,,true,
3632,11,"205010006","17 BEARING R R NO 874",,,,F/S,MAZGAON SEWREE RECLAMATION (EAST),"361/145",PAREL-SEWERI,17536.29,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,5,,,,0,true,,,"4",,,97,,,,,400033,7,"20501141",false,,,false,false,3632,,,,,,,,,,true,
3646,11,"205010009","1714",,,,F/S,MAZGAON SEWREE RECLAMATION (EAST),"271/145",PAREL-SEWERI,1896.71,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,5,,,,0,true,,,"4",,,97,,,,,400033,7,"20501210",false,,,false,false,3646,,,,,,,,,,true,
4048,17,"208010061","33 BEARING RR 925",,,,E,MAZGAON RECLAMATION (SOUTH),"1",MAZAGAON,79.90,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801246",false,,,false,false,4048,,,,,,,,,,false,
3925,16,"207010033","27 BEARING R R NO 955",,,,E,MAZGAON RECLAMATION (NORTH),"166/1",MAZAGAON,129.32,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,7,,,,0,true,,,"4",,,97,,,,,400010,5,"20701333",false,,,false,false,3925,,,,,,,,,,false,
3993,17,"208010056","3 AT HOSPITAL LANE",,,,E,MAZGAON RECLAMATION (SOUTH),"1",MAZAGAON,153.29,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801142",false,,,false,false,3993,,,,,,,,,,false,
4002,17,"208010057","30 GEARING RR NO 1105",,,,E,MAZGAON RECLAMATION (SOUTH),"1/254",MAZAGAON,276.01,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801201",false,,,false,false,4002,,,,,,,,,,false,
4024,17,"208010058","31 BEARING  RR NO 938",,,,E,MAZGAON RECLAMATION (SOUTH),"244/1",MAZAGAON,0.00,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801223",false,,,false,false,4024,,,,,,,,,,false,
4061,17,"208010066","34 BEARING RR 959",,,,E,MAZGAON RECLAMATION (SOUTH),"1",MAZAGAON,199.65,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801309",false,,,false,false,4061,,,,,,,,,,false,
4075,17,"208010076","35 BEARING RR 1125",,,,E,MAZGAON RECLAMATION (SOUTH),"134",MAZAGAON,382.48,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801323",false,,,false,false,4075,,,,,,,,,,false,
4087,17,"208010079","36 BEARING RR 930",,,,E,MAZGAON RECLAMATION (SOUTH),"1",MAZAGAON,252.42,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801333",false,,,false,false,4087,,,,,,,,,,false,
4102,17,"208010081","38 BEARING RR 918",,,,E,MAZGAON RECLAMATION (SOUTH),"1/243",MAZAGAON,161.00,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801348",false,,,false,false,4102,,,,,,,,,,false,
4929,60,"414130011","17",,,,G/N,MAHIM BUNDER, , ,199.09,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,59,14,,,,0,true,,,"4",,,97,,,,,400001,8,"41413115",false,,,false,false,4929,,,,,,,,,,false,
4155,17,"208010089","43 RR 1431",,,,E,MAZGAON RECLAMATION (SOUTH),"1/252",MAZAGAON,219.89,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801506",false,,,false,false,4155,,,,,,,,,,false,
4159,17,"208010090","44 48 RR 1402",,,,E,MAZGAON RECLAMATION (SOUTH),"2/249",MAZAGAON,10517.55,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801510",false,,,false,false,4159,,,,,,,,,,false,
4206,17,"208010096",YT51,,,,E,MAZGAON RECLAMATION (SOUTH),"1/134A",MAZAGAON,113.95,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,8,,,,0,true,,,"4",,,97,,,,,400010,5,"20801428, 20801430, 20801432",false,,,false,false,4206,,,,,,,,,,false,
7895,17,"208010282",EXPANSION PHASE 2 IN NORTHYARD,,Private Structure,, ,, , ,1960.93,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801642",false,,,false,false,7895,,,,,,,,,,false,
4216,21,"310010001","40",,,,B,ELPHINSTON (WEST),"132",PRINCESS DOCK,437.29,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001638",false,,,false,false,4216,,,,,,,,,,false,
4235,19,"309010011","160",,,,A,ELPHINSTON (EAST), , ,2.00,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,9,,,,0,true,,,"4",,,97,,,,,400009,1,"30901425",false,,,false,false,4235,,,,,,,,,,false,
7896,17,"208010283",STRIP OF ADJO'ING PLOT 22 &22A,,Open Plot,,E,,"1",MAZAGAON,88.64,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801646",false,,,false,false,7896,,,,,,,,,,false,
4259,22,"310020001", COMP A & C & E & G & I BLOCK,,,,B,RYAN GRAIN MARKET, , ,8518.25,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,,2,"31002317, 31002318,31002319,31002320,31002321,31002322,31002323,31002324,31002325,31002326,31002327,31002328,31002329,31002330,31002331,31002332,31002333,31002334,31002335,31002336,31002337,31002338,31002339,31002340,31002341,31002342,31002343,31002344,31002345,31002346,31002347,31002348,31002350,31002401,31002402,31002403,31002404,31002405,31002406,31002407,31002409,31002410,31002411,31002412,31002413,31002414,31002415,31002416,31002417,31002418,31002419,31002420,31002421,31002422,31002423",false,,,false,false,4259,,,,,,,,,,false,
4457,29,"312050004",GARAGE 5 AT HENRY ROAD,,,,A,APPOLO RECLAMATION ,#N/A,#N/A,1071.81,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,12,,,,0,true,,,"4",,,97,,,,,,1,"31205211, 31205313, 31205315, 31205316",false,,,false,false,4457,,,,,,,,,,false,
7930,42,"413080061","41/A",,Open Plot,,F/S,,"145",PAREL-SEWERI,209.03,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,59,13,,,,0,true,,,,,,97,,,,,,,"41308143",false,,,false,false,7930,,,,,,,,,,false,
4260,22,"310020002", COMP B & D & F & H & J BLOCK,,,,B,RYAN GRAIN MARKET,"90",PRINCESS DOCK,8318.42,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,,2,"31002222, 31002223, 31002224, 31002225, 31002226, 31002227, 31002228, 31002229, 31002230,  31002231, 31002232, 31002233, 31002234, 31002235, 31002236, 31002237, 31002238, 31002239, 31002240, 31002241, 31002242, 31002243, 31002244, 31002245, 31002246, 31002247, 31002248, 31002249, 31002250, 31002301, 31002302, 31002303, 31002304, 31002305, 31002306, 31002307, 31002308, 31002309, 31002310, 31002311, 31002312, 31002313, 31002314, 31002315",false,,,false,false,4260,,,,,,,,,,false,
7897,17,"208010284",STALL SITE NO 8,,Private Structure,,E,,"1",MAZAGAON,6.50,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801649",false,,,false,false,7897,,,,,,,,,,false,
7898,17,"208010285",EXT. OF SLIPWAY IN S.YARD,,Private Structure,, ,, , ,3746.00,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801650",false,,,false,false,7898,,,,,,,,,,false,
7899,17,"208010286",ADDITIONAL WATER AREA FOR EXTN.OF SLIPWAY,,Open Plot,,E,,"904",MAZAGAON,1850.00,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801652",false,,,false,false,7899,,,,,,,,,,false,
8225,9,"103010126",OLD R R NO 1706, , , ,F/S WARD, ,"145 (part )",PAREL SEWRI,20.90,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,56,3,nihar, , ,0,true, , , ,,,97, , , , ,,,"10301626",false,,,false,false,8225,,,,,,,,,,false,
8228,11,"205010070",OLD RR NO 1743, , , ,F/S WARD, ,"270/145",PAREL SEWRI,6609.31,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,57,5,nihar, , ,0,true, , , ,,,97, , , , ,,,"20501213",false,,,false,false,8228,,,,,,,,,,false,
8229,19,"309010144",OLD R.R.NO.1875 AT CARNAC BUND, , , ,B WARD , ,"1187 (Part)",PRINCESS DOCK,1029.00,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,58,9,nihar, , ,0,true, , , ,,,97, , , , ,,,"30901112",false,,,false,false,8229,,,,,,,,,,false,
5517,14,"206010056","84",,,,, MAZGAON TANK BUNDER,"632",MAZGAON,534.01,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,57,6,do_CD_shreyas,,,0,true,,,,,,97,PLOT NO.85,PT PASSAGE,PLOT NO.83,B.P.T ROAD,400010,5,"20601226
",false,,,false,false,5517,,,,,,,,,,false,
8388,11,"","PCO, NR GATE OF HLL, HAJI BUNDER",,Private Structure,,F/S,,"327/145",PAREL-SEWERI,0.00,,CDAC,2025-09-22 18:01:36.360,A,,true,false,,,,,57,5,,,,0,true,,,,,,97,,,,,,,"20501232",false,,,false,false,8388,,,,,,,,,,false,
7902,17,"208010289",DIRECT ALLOTMENT OF FORESHORE LAND,,Open Plot,, ,, , ,2211.00,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801655",false,,,false,false,7902,,,,,,,,,,false,
8226,9,"103010127",OLD ARP B-4 IN LIEU OF K-153, , , ,F/S WARD, ,"145 (part )",PAREL SEWRI,329.09,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,56,3,nihar, , ,0,true, , , ,,,97, , , , ,,,"10301633",false,,,false,false,8226,,,,,,,,,,true,
8224,9,"103010125",OLD ARP PLOT B -6, , , ,F/S WARD, ,"145 (part )",PAREL SEWRI,307.18,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,56,3,nihar, , ,0,true, , , ,,,97, , , , ,,,"10301622",false,,,false,false,8224,,,,,,,,,,true,
8223,9,"103010124",OLD RR 979, , , ,F/S WARD, ,"268/145",PAREL SEWRI,427.35,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,56,3,nihar, , ,0,true, , , ,,,97, , , , ,,,"10301612",false,,,false,false,8223,,,,,,,,,,true,
8227,9,"103010128",OLD ARP B-7 IN LIEU OF JH K152, , , ,F/S WARD, ,"145 (part )",PAREL SEWRI,310.91,,Mahesh Mohite,2020-07-15 12:13:57.570,A,,true,false, ,,,,56,3,nihar, , ,0,true, , , ,,,97, , , , ,,,"10301634",false,,,false,false,8227,,,,,,,,,,true,
4231,21,"310010004","121",,,,B,ELPHINSTON (WEST),"156",PRINCESS DOCK,567.73,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001509",false,,,false,false,4231,,,,,,,,,,true,
4261,22,"310020003", COMP K & L & M & N & O BLOCK,,,,B,RYAN GRAIN MARKET,"100",PRINCESS DOCK,7975.73,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,,2,"31002101, 31002102, 31002103, 31002104, 31002105, 31002106, 31002107, 31002108, 31002109, 31002110, 31002111, 31002112, 31002113, 31002114, 31002115, 31002116, 31002117, 31002118, 31002119, 31002120, 31002121, 31002122, 31002123, 31002124, 31002125, 31002126, 31002127, 31002128, 31002129, 31002130, 31002131, 31002132, 31002133, 31002134, 31002135, 31002136, 31002137, 31002138, 31002139, 31002140, 31002141, 31002142, 31002143, 31002144, 31002145, 31002146, 31002147, 31002148, 31002149, 31002150,   31002201, 31002202, 31002203, 31002204, 31002205, 31002206, 31002207, 31002208, 31002209, 31002210, 31002211, 31002212, 31002213, 31002214, 31002215, 31002216, 31002217, 31002218, 31002219, 31002220.                                         ",false,,,false,false,4261,,,,,,,,,,false,
4268,21,"310010008","10 NORTH OF WADI BR AT ELPHINS",,,,B,ELPHINSTON (WEST),#N/A,#N/A,265.70,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001614",false,,,false,false,4268,,,,,,,,,,false,
4297,21,"310010023","143A BET.1&2 CLIVE CROSS LANE",,,,B,ELPHINSTON (WEST),"146",PRINCESS DOCK,89.18,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001447",false,,,false,false,4297,,,,,,,,,,false,
4298,21,"310010024","144 BETWEEN 2ND & 3RD CLIVE",,,,B,ELPHINSTON (WEST),"2/148",PRINCESS DOCK,278.71,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001501",false,,,false,false,4298,,,,,,,,,,false,
7900,17,"208010287",WATER AREA FOR PROPOSED WET BASIN PROJECT,,Open Plot,, ,, , ,32308.62,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801653",false,,,false,false,7900,,,,,,,,,,false,
7901,17,"208010288",APPROACH ROAD TO MAZAGAON PIER,,Open Plot,,E,,"247",MAZAGAON,3263.79,,Mahesh Mohite,2020-05-09 18:01:36.360,A,,true,false,,,,,57,8,,,,0,true,,,,,,97,,,,,,,"20801654",false,,,false,false,7901,,,,,,,,,,false,
4931,60,"414130013","19",,,,G/N,MAHIM BUNDER, , ,66.89,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,59,14,,,,0,true,,,"4",,,97,,,,,400001,8,"41413117",false,,,false,false,4931,,,,,,,,,,false,
4376,24,"311020018","5 & 6",,,,A,MODY BAY,"1118",FORT,579.53,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,11,,,,0,true,,,"4",,,97,,,,,400001,1,"31102229",false,,,false,false,4376,,,,,,,,,,false,
4386,21,"310010040","73/45",,,,B,ELPHINSTON (WEST), , ,70.23,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001313",false,,,false,false,4386,,,,,,,,,,false,
4391,21,"310010044","8 BET'N SHOLAPUR ST & RAICHUR",,,,B,ELPHINSTON (WEST),FP No.10,PRINCESS DOCK,520.26,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001111",false,,,false,false,4391,,,,,,,,,,false,
4392,21,"310010045","8 BET'N SHOLAPUR ST&RAICHUR ST",,,,B,ELPHINSTON (WEST),FP No.10,PRINCESS DOCK,1189.16,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001112",false,,,false,false,4392,,,,,,,,,,false,
4393,21,"310010046","80 B",,,,B,ELPHINSTON (WEST), , ,272.66,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001409",false,,,false,false,4393,,,,,,,,,,false,
4394,21,"310010047","83 CARNAC SIDING ROAD",,,,B,ELPHINSTON (WEST),FP No.74,PRINCESS DOCK,1.49,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001346",false,,,false,false,4394,,,,,,,,,,false,
4395,21,"310010048","87 (OLD Y.T.)",,,,B,ELPHINSTON (WEST),"101",PRINCESS DOCK,504.56,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001206",false,,,false,false,4395,,,,,,,,,,false,
4398,23,"311010047","9 WEST OF R RNO 929",,,,A,BALLARD ESTATE , , ,13.38,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,11,,,,0,true,,,"4",,,97,,,,,400001,1,"31101141",false,,,false,false,4398,,,,,,,,,,false,
4399,21,"310010049","92-A",,,,B,ELPHINSTON (WEST),"60",PRINCESS DOCK,148.64,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001412",false,,,false,false,4399,,,,,,,,,,false,
4400,21,"310010050","95 BETWEEN ITOLA & BAROADA ST.",,,,B,ELPHINSTON (WEST),"65",PRINCESS DOCK,236.72,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001415",false,,,false,false,4400,,,,,,,,,,false,
4401,21,"310010051",A PORTION OF FP 5B,,,,B,ELPHINSTON (WEST),"180",PRINCESS DOCK,479.30,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001106",false,,,false,false,4401,,,,,,,,,,false,
4402,21,"310010052",A PORTION OF FP51 BROACH ST,,,,B,ELPHINSTON (WEST),"52",PRINCESS DOCK,387.82,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001215",false,,,false,false,4402,,,,,,,,,,false,
4403,21,"310010053",AT CLARKE BUNDER WARE HOUSE SI,,,,B,ELPHINSTON (WEST),"33604",PRINCESS DOCK,923.27,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001443",false,,,false,false,4403,,,,,,,,,,false,
4409,19,"309010019",BHANDAR BHAVAN,,,,B,ELPHINSTON (EAST),#N/A,#N/A,1405.68,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,9,,,,0,true,,,"4",,,97,,,,,,2,"30901461, 30901467",false,,,false,false,4409,,,,,,,,,,false,
4432,21,"310010074",F.P. 88 & 89,,,,B,ELPHINSTON (WEST),"79",PRINCESS DOCK,435.90,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001425",false,,,false,false,4432,,,,,,,,,,false,
4437,21,"310010078",F.P.84/C & 84/D,,,,B,ELPHINSTON (WEST),"57",PRINCESS DOCK,647.53,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001419",false,,,false,false,4437,,,,,,,,,,false,
4501,21,"310010119",MT PLOT NO 203,,,,B,ELPHINSTON (WEST),FP No.66,PRINCESS DOCK,174.66,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001305",false,,,false,false,4501,,,,,,,,,,false,
4461,21,"310010096",GODOWN 1 To 6 & RR1358 & RR1291,,,,B,ELPHINSTON (WEST),"107",PRINCESS DOCK,1603.13,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,,2,"31001615, 
31001616, 
31001617, 
31001618, 
31001619, 
31001620, 
31001621, ",false,,,false,false,4461,,,,,,,,,,false,
4462,21,"310010097",GODOWN 7 To 12 & GODOWN 19 To 22,,,,B,ELPHINSTON (WEST),"184",PRINCESS DOCK,2408.00,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,,2,"31001622,
31001623,
31001624,
31001626,
31001627,
31001628,
31001629,
31001630,
31001632,
31001633,
31001634,
31001635,
31001636,",false,,,false,false,4462,,,,,,,,,,false,
4466,21,"310010098",GODOWN NO.30 (OLD R.R.448),,,,B,ELPHINSTON (WEST),"176",PRINCESS DOCK,4499.80,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001535",false,,,false,false,4466,,,,,,,,,,false,
4467,21,"310010099",GODOWN ON PLOT NO60,,,,B,ELPHINSTON (WEST),"45",PRINCESS DOCK,305.44,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001612",false,,,false,false,4467,,,,,,,,,,false,
4469,23,"311010050",IMPERIAL CHAMBER BLDG,,,,A,BALLARD ESTATE ,"32/1187",FORT,600.61,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,11,,,,0,true,,,"4",,,97,,,,,,1,"31101145, 31101146, 31101147, 31101148,31101149,31101150,31101201,31101202,31101203,31101204,31101205,31101207,31101208,31101209,31101248.",false,,,false,false,4469,,,,,,,,,,false,
4475,33,"312090001",LAND AT ONGC'S JD TERMINAL,,,,Other,BUTCHER ISLAND, , ,2600.00,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,12,,,,0,true,,,"4",,,97,,,,,0,10,"31209103",false,,,false,false,4475,,,,,,,,,,false,
8389,11,"",NA,,Private Structure,,"",,"","",0.00,,CDAC,2025-09-22 18:01:36.360,A,,true,false,,,,,57,5,,,,0,true,,,,,,97,,,,,,,"20501226",false,,,false,false,8389,,,,,,,,,,false,
4488,21,"310010106",MT 134,,,,B,ELPHINSTON (WEST),FP No.71,PRINCESS DOCK,199.93,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001340",false,,,false,false,4488,,,,,,,,,,false,
4478,21,"310010100",LAND OCCUPIED BY LATRINE BLCOK,,,,B,ELPHINSTON (WEST),#N/A,#N/A,9.10,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001613",false,,,false,false,4478,,,,,,,,,,false,
4480,33,"312090002",LEASE OF PLOT AT JAWAHAR ISLND,,,,Other,BUTCHER ISLAND, , ,38543.13,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,12,,,,0,true,,,"4",,,97,,,,,0,10,"31209102",false,,,false,false,4480,,,,,,,,,,false,
4482,21,"310010101",M T 118 (OLD Y.T.),,,,B,ELPHINSTON (WEST),FP No.64,PRINCESS DOCK,466.74,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001239",false,,,false,false,4482,,,,,,,,,,false,
4483,21,"310010102",M T 157 (OLDYT),,,,B,ELPHINSTON (WEST),FP No.64,PRINCESS DOCK,469.90,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001245",false,,,false,false,4483,,,,,,,,,,false,
4485,21,"310010104",M T 41,,,,B,ELPHINSTON (WEST), , ,41.06,,Mahesh Mohite,2020-03-03 16:20:30.300,A,,true,false,,,,,58,10,,,,0,true,,,"4",,,97,,,,,400009,2,"31001339",false,,,false,false,4485,,,,,,,,,,false,
